text,sentiment
Nice cream but nothing dramatic,1
I recieved this for a review and I fell inlove. Need to try,2
"I have sensitive skin and tend to break out and have a hard time finding stuff that works for me. I decided to try this after using the DDF moisturizer forever. The first couple days I used the Caudalie Sorbet on half my face and my normal moisturizer on the other half. First day I noticed the Caudalie side was less shiny later in the day. After I went full face I noticed my dry spots the DDF couldn’t take care of went away after a few days. And the biggest bonus of all, which I noticed in other peoples reviews is my skin cleared up...NO PIMPLES! The scent is nice but scared me at first having sensitive but it has not been a problem. You get more with the DDF package but I find I was needing to use less of the Caudalie which goes a long way. Highly recommend!",2
"I love this peel! I have cystic acne and my skin was very congested before I started using this. I had alot of small bumps and acne on my cheeks and jawline, I only get cystic acne on my neck and chin. My skin has cleared sooo much, I use this peel 2 times a week. It clears out my nose pores and I will continue to use as long as its around. I really wish I had pictures to show yall, but I’m very insecure about my skin.",2
Received this product for free as a part of the Influenster program. I like the smell of the moisturizer in the morning and haven’t noticed any skin irritation as I often feel with rose or seed-based moisturizers now on the market.  The downside is it takes a but longer to dry and if you use a powder foundation it can create streaks.,1
"Triple the action with this power-packed eye renewal eye balm. The balm is creamy and fastly effective, after one use my eye lines and dark circles were less visible. I  used this on my eyes every morning and night for one month, and the results were incredible! If your eyes are in need of some TLC, then this is the perfect eye balm for you.",2
I am loving the Squalane Omega repair Creme. It feels so luxurious going on and my skin feels soft and supple! Bonus it doesnt make my skin feel slimey or oily and boosts my skins hydration! Looking forward to seeing if it gives me lasting ageless results.,1
"This cream is pretty good. It’s very rich and moisturizing. It’s a cream, as opposed to a gel-based formula like the original. I prefer to use this at night, as it takes a while to soak in. It’s great for my sensitive eyes.",1
Love the way my skin looks and feels the morning after applying this. I personally think this may have helped to get rid if a few small millia under my eyes.,2
I really love the texture of the moisturizer. It feels velvety soft & nourishing . I waited a few days to be sure it did not create any sort of allergic reaction & it is safe to say perfect for sensitive dry combo skin . I definitely would rebuy,2
Great for oily or combination skin. My face felt softer after just a couple of uses. Use it combined with the C-firma from the same brand as it helps to hydrate without leaving any oily residue.,2
"I love this Origins High Potency Night-A-Mins renewal cream! I first used this as part of a try-it kit and got hooked! It was a wonderful somewhat citrus-y smell that’s not too strong yet still noticeable enough.I wear this over night and in the morning my skin looks and feels great! I have normal-combination skin with the occasional breakouts and I really feel like this cream treats my skin well. It moisturizes without being too oily or heavy and doesn’t make me break out. It’s not exactly the cheapest night cream out there, but when compared to other products the price is actually fairly reasonable.I would definitely recommend this product if you’re looking for something to refresh your skin!",2
"Better off using aquaphor. This product makes your lips feel hydrated when wearing it, but actually dried out my lips BIG TIME over time. I used to love laneige lip products until I realized they are whats CAUSING my dry/cracked lips. ugh.",0
"Things I like: unscentedgentle and probably good for sensitive skinfeels hydratinggood for night time as a before bed cream Thing I don’t like: would be horrible under makeup especially if you need an additional SPFlots of shinegreasy and sits on my skintakes a LONG time to soak inFor the price, there are better moisturizers that do what this does out there that I like better and feel are more effective. others love this one, it’s just not the one for me",1
"Some context - I have had dry, peeling and sometimes cracked lips for the last year and nothing worked until this. Love this product! I have been using it for a few weeks now and have not had dry lips since the first time I tried it.Love the smell, the texture, how it feels on my lips. I won’t go without it now! I am interested to see how it holds up when next winter comes around.",2
This is the one skincare product I can’t go without! I have dry sensitive skin and this doesn’t irritate my skin and makes it feel so hydrated and plump. I tried to stop using this product because it’s so expensive but immediately I felt a difference in my skin! I’ve tried to find replacements for it as well and nothing comes close. I have repurchased 3 times already. I know it’s expensive but one bottle last me about 12 months and I use it twice a day! Will keep repurchasing this no matter what!,2
This worked wonders on my hormonal acne. Skin started breaking out like crazy after my miscarriages around the time of the month. This product reduces the cystic pimples along my jaw line overnight and eliminates them in a few days. It doesn’t however get things like blackheads. It is a bit drying after a few days for me. Also it stings like crazy at first and smells funny but both go away quickly! I don’t know how I survived without it before!,2
I understand the hype now! I use my hands to apply it and I pat it into my skin. It leaves a sticky texture which helps to lock in all the serums and moisturizer I use after. I’ve noticed it helps keep my skin more hydrated and my skin is glowing after. It also smells like jolly ranchers! What’s not to love!,2
"The versatility of this product is great. I’ve used it as suggested, as a moisturizer, on nail cuticles, rough patches on your skin, and a hair serum. All have great results... it leaves your skin soft. A little goes a very long way. Although the smell is neutral and it tames/controls your frizz(I found it worked better on wet hair) and makes your hair soft, it doesn’t smell good on hair. Almost like a “cooking oil“ smell. So you are better off buying a separate serum just for hair since they will put a mild fragrance in it to smell nice.",1
I received this sunscreen from Influenster in response for my honest opinion and I have to say that it is a beautiful product! I use it as my facial sunscreen. It has the texture of a lotion and absorbs really well without leaving a white cast. My skin feels really soft and moisturized afterwards and even has a nice glow. My makeup applies beautifully over top of this. Added bonus would be the soft fresh scent it has! Definitely would recommend!,2
So gentle. Lime sorbet scent and melts into a heavenly texture,2
"Let me just say I love this stuff. I now buy the large pump bottle.  Comes out easier and more controlled and it’s plastic in case of accidental dropping.   I use this in the morning and at night after I wash my face.  Don’t bother wasting it on a cotton pad.  I use 1-2 squirts directly in my hand and rub it all over my face, neck, and decollete, pressing it into my skin all over after my hand is empty.  Then I let it dry for about 10 minutes before applying my moisturizer.  My skin has become clearer and I have less acne issues.  There’s a slight smell that increases as it is exposed to more air.  Wow, what a difference this has made.  If I run out I can definitely see the difference in my skin in the time it takes me to get a new bottle but then back it goes once I start using again.  It’s expensive but totally worth it to me.  I didn’t care for some of their other products like the moisturizers but this is the bomb.  I currently use a moisturizer Omorovicza and they have a mist that might be similar so I may try it out but it will have to be out of this world to get me to switch out my SKII Essence.",2
I saw this in a Jeffree star video and I have not gone off using it since! Such a gentle way to melt your makeup off and it lasts decently long for the price point. Wouldn’t switch to any other cleansing balm!!,2
"Rlly bad, it didn’t absorb well and just sat wet on the skin, as the day progressed my skin felt dry and oily in the t zone as if I haven’t moisturized at all. Later found out it has Dimethicone was inside it which tracks bacteria into the skin, not sure why this is clean at Sephora when it’s in fact not and even harmful.",0
This product did not irritate my skin at all yet I could see results after the first treatment.,2
I received a small mini sample of this product from #trywithtopboxcircle for my honest review on this product. I  was impressed by the lack of fragrance and how light this serum is. I put it on before bed and it absorbed into my skin right away I do also love the fact that there is retinol in this product as well. I was only able to use this product once so I didn’t really see any results but I do like the texture of this product and that it is light weight and scent free.,1
"I have combination skin and frequently have red, inflamed cheeks. This face wash is amazing for removing oil without over dying skin. I’ve also noticed a significant decrease in redness. It’s definitely pricier than I’m used to paying for a face wash, but a little does go a long way!",2
"I was very skeptical of this at first. When I put it on my fingers it felt like it was going to be very heavy and greasy feeling on my face. When I actually applied it, it felt so nice on my face and my face felt soooooooo soft. It didnt feel heavy or greasy.",2
I love mixing this with my sunscreen or with drunk elephant D-Bronzi in the summer for a quick makeup application in lieu of foundation. in the fall/winter/spring it’s always the first step after serums for my a.m skincare routine. I’m obsessed with dewy skin and this product gives you a natural glow/ it;s not hydrating enough to be worn alone for me in the winter but in the summer it’s great.,1
"A creamy but yet not greasy moisturizer. No scent and absorbed in nicely. I think this would be an excellent fall/winter moisturizer for when I’m a little drier. Overall, I liked it!",1
"I am blown away with this sleeping mask! I have used a handful of sleeping masks, but this is by far the best. During this time of the year i have very dry skin due to the weather changes. This mask has helped rehydrate and rejuvenate my skin to feel smooth and supple. At first, the product can feel a bit oily in the skin, then tacky once it starts drying -- but this combo just means you’ll wake up to great skin! My skin has defintely change (slowly but surely) since I’ve been using this mask. Although i was given this mask to try out for an honest review, I highly recommend it and will be purchasing this mask here on out!",2
"I am currently using the dewy skin serum, which I really like, so I decided to try this mini that was included in my Sephora birthday gift. I have mixed feelings. It is very rich as it claims to be, however, it glides over my skin and I don’t feel as though it absorbs very well. I have only used it at night. The second morning I woke up with a big red blemish on my face. It may or may not be due to this product… so I may try this again and see if another blemish pops up. I am not one to waste products so I will use it as a luxurious hand and cuticle cream if I decide it is not the right product for my face.",1
"This serum is wonderful if you have dry skin. It is nice that you can mix it with the vitam c serum from Drunk Elephant. I have oily skin so I don’t need to use this very often, but I do use it on my hands with my hand cream regularly. The packaging is really nice, you only need 1 pump. I would recommend this product if you need a serum that helps with dryness.",2
"Wow. Wow. Wow. There’s so much to like about this serum -- everything but the price!I have sensitive, combination, acne-prone skin. I am 39yo. I use Rx acne medications (tretinoin at 0.05% and Acanya, which is benzoyl peroxide/clindamycin lotion). Using these Rx products make already-sensitive skin extra-cranky.Based on the good reviews and with the recent % off promotion, I figured I’d give it a try. I’ve used it two weeks now. In this short period of time, dark marks have faded entirely (post-acne hyperpigmentation), my skin has smoothed out so much that I stopped using my primer, and my skin feels like buttah.I didn’t experience any sensitivity issues at all with this product and used it nightly from day one.It has a thick gel texture. At first, I was using two pumps, but I think one pump is fine to cover the face. If you want it for use on neck/décolletage, then you might need a pump and a half.Again, I have sensitive skin. Like, really obnoxiously cranky skin that gets red and blotchy when I introduce new products at all. I was totally shocked that I experienced no sensitivy or irritation or redness or flaking -- nothing! -- when using this product.It is so hard to find a product that exfoliates and hydrates at the same time. This product manages to do both.I wish I could tell how much is in the bottle, but it is opaque (likely to keep the product from reacting) and you can’t tell.The price is bananas, but it is hard to argue with the results.If you’re in your 20s and have no skin issues, save your money. If you have uneven skin,or if you have acne, or if you have fine lines or wrinkles, give this a chance.",2
"This primer left my skin feeling so hydrated and glowy. I haven’t noticed much change in my dark spots but I don’t think I’ve been using it long enough to get the full benefits. It is very light, like a serum, and not greasy. It blurs my pores nicely and makes my skin look pretty, which is nice because who wants a full face of makeup on under a mask? I use this alone or under foundation. My only complaint is that it’s pretty heavily fragranced. -1 star for that.",1
"It was a nice cream and I liked the consistency but it didn’t really live up to the hype. Not at all bad, but just nothing special. Wasn’t really worth the money and wouldn’t buy it again.",1
"I LOVE this moisturizer. It does actually feel like you’re covering your face with water and it stays all day. My skin type is sensitive, has redness whenever I use any kind of product on it, and combination. With this moisturizer I found that it didn’t go immediately red when I applied it (which is rare for me) and it didn’t leave my skin feeling greasy or sticky. The hydration stays all day while feeling light on the skin. I highly recommend it for anyone with sensitive combination skin with redness! Thank you Tatcha!",2
love it. been using it for years!,2
"this is a favorite cleanser. not enough on its own to wash away my makeup but as the second step in a double cleanse or for morning cleanse, it’s so gentle and smells amazing. will keep repurchasing.",2
I received this product for free but was excited to try it as I have a few dark spots and freckles. When I first starting using it I really liked it and noticed my skin brightening and dark spots fading after only a week.  But after that I did start to experience a very strong stinging sensation and my skin was getting dry flaky spots in certain areas.  I reduced the usage to every other day but still the same dryness and stinging. I’m going to try and incorporate it every 3 days or maybe only once a week.,1
Helps for redness so good! Even can skip foundation.,2
"Love these wipes. Smell good, cheap, and get the job done. Non-irritating also.",2
"Amazing cleanser. It removes EVERYTHING with one wash. It doesn’t dry my face put (which is a problem I run into with most other cleansers). I am a huge advocate for trying new products and buying trial size (I rarely stick with one brand), but after my trial size starting running low, I immediately placed an order. I can’t imagine using anything else! Nothing compares!",2
I actually been using this product for years now even though Influenster sent it to me I’m very familiar with this brand and its products I had their face cream I cream name it I have it even though it’s pricey it’s worth it because it does the job as much as I love Sephora sometimes you can find this brand at Marshall’s or TJ Maxx for a little bit cheaper,2
"I was given a sample of this by a Tarte rep yesterday. She put some on my face and it felt amazing! I used it again last night and this morning and I love it. It’s light and dewy, not greasy and heavy. I usually use Lancome Nutrix Royal, which I also love on my older skin, but I think I’m a convert. Not to mention that the price is about $30 less. I think I’ll be switching!",2
This stuff is amazing. My skin has so much texture. I have gone through a million exfoliating cleansers and peels and nothing makes me skin feel as smooth as this. It has definitely helped with my sebaceous filaments also. They aren’t gone but they are less noticeable.,2
"I received a sample of this product, tried it out and was completely obsessed at how hydrated and super smooth it left my skin after! This is very similar to the tarte hydrating cream but I like this one more. Definitely recommend.",2
"Love this product. It leaves your skin feeling clean, fresh and tingling with out feeling dried out.",2
Best product I have ever purchased. It removes all the imperfections from my skin and gives a nice glow. My black spots have almost all disappeared. It also removes few wrinkles!!! I hope they will never discontinue it! I highly recommend it to everybody. I have one to my Mum and she loves it too.,2
"One of the better foundations I’ve tried! I love that it has such high spf but doesn’t feel too heavy. I would agree it’s not as full coverage as other foundations, but I prefer that.",2
"This is actually a very impressive product that seems to work wonderfully! I received this complimentary to sample, and I am so glad I did for sure!",2
"I tried this product after the girl in the skin department had recommended this for me! I thought no Clinique is old out dated and for old people! But I gave it a try And I was very surprised it did well for the price paid! I would say it is very very decent for a mediocre med end line product!! I’m now on my second or third bottle, I switch it up with skin products depending on weather time of month and for just a regular product if u have no skin problems and r kinda on the dry side sometimes then this is perfect!!! Very pleased!!",2
"I honestly really enjoy Glow Recipe products and was really excited when the Plum line was getting another addition. I have really dry skin so as much as I love the watermelon one, I wanted something with extra oomph! This product really hydrated my skin. The texture is whipped and creamy and feels really silky-like. I like using this both day and night and it definitely gives off a healthy glow. It sinks into the skin and my skin and face just look a lot healthier. I’m honestly loving this a lot:)",2
Works wonders and doesnt leave your face feeling oily,2
These actually work! First day I had one of those under the skin zits. The ones you can’t pop but it’s hurt so bad when you push on it. I put one of the dots on that night and by the next morning it was still there just not as bad. I put another dot on it that night and literally by the next morning I could see the white stuff that had collected on the dot itself and my zit was gone! It doesn’t even hurt. It would have taken me days just to get rid of it if I just let it be.,2
"I’d skip this product.  Purchased it in hopes of increasing/maintaining a bit of youthful pep and elasticity to my orbital area and found that this cream did not deliver.It didn’t do any harm--which is good-- but it didn’t do any good either.  It moisturizes alright, I guess, but the formula is extremely thick and greasy, which might be a plus if you like that kind of thing.  To be honest, I didn’t feel like there was any skin-science magic happening after I slathered it on.  (And we all know what that good skin-science magic looks and feels like.)In short, this product was an expensive let down that performed like a high-end whipped Vaseline.",0
I have been using this for a month along with the cleanser. I love this moisturizer! It has been a wonderful part of balancing my skin. It absorbs totally into my skin and calms it down. My skin texture has greatly improved. Still love this!,2
"I have dry skin and while this does not do anything for me as a final moisturizer, it’s the perfect hydration step to layer under moisturizer and thick SPF.",1
I really really wanted to love this after I saw one of my favorite youtubers use this but it made me break out so bad! Even after the first use my skin felt super sticky and I woke up with red patches and a TON of new breakouts. If you have sensitive skin I would reach for something else.,0
I would recommend this moisturizer to everyone. It goes on weightlessly  and feels my skin feels so soft and pampered.,2
"Ester lauder never disappoints with their products and this eye cream is no exception! It’s perfectly thick, smooth, and creamy. I love the way it goes on and that I instantly feel like my eyes are more hydrated. It’s good at plumping the skin and making you look refreshed. It’s a great addition to your skincare routine.",2
"I love the tint on this balm, it’s a soft pretty pink that looks very natural. It glides on smoothly, leaving your lips with an almost cushiony feel to them. I do find, however, that after a while of wear, the moisture seems to fade and the pigment that remains gets a little dry. Full disclosure, I have been using this on very dry lips as a result of an allergy to another lip product. On my regular lips I doubt it would be an issue but if you suffer from severley dry lips, I say stick to the clear one.",1
"Feels great when you put it on, visibly smooths skin on contact and works great with just a bit of pressed powder on top if you want a no-makeup look.  Use caution if you have oily skin because it definitely luminizes, though could probably be used in selective areas if you’re looking for a very subtle highlight.  Wish that it had SPF so I could wear just this instead of layering sunscreen underneath.",2
"Great alternative to makeup wipes and gentler on the skin.  However, I do feel like it makes eyesight a bit hazy after initial wash.  Not greasy but there’s definitely a film left behind.  Absolutely must wash with a cleanser afterwards",1
"Unfortunately I did not notice any difference. I’ve used this several times but my skin looks the same. It perhaps feels a bit more hydrated, but I can achieve a similar feel with products that cost less. I did not experience any sort of negative reaction (e.g., breaking out), which is why I provided it with two stars instead of one. I have combo skin (more dry during the winter months).",0
"A basic cleanser with an amazing green scent. My skin feels nice and clean after using. I have combination, acne prone skin and often have struggles in finding a good cleanser. This product does not make my skin feel overly dry after using as many cleansers do. I received this item as a sample in my Play box a couple months ago and finally got around to trying it out. Love the glass bottle packaging. I would recommend this product to others and plan to buy the full size item.",2
"This cleansing balm works very well for removing make-up and leaves my skin feeling soft and smooth.  I have sensitive, redness prone skin and this has never given me a reaction.  I wish they would come out with more products in this line.",2
"Moisturizing? Yes, but sticky almost uncomfortable. Left my lips smooth :) I also bought some for sister, she loves it!",1
"It’s pretty good, my skin loves this, but I think it’s too expensive for what comes inside of the bottle.",1
"I love the fact that the Bareminerals Skinlongevity Long Life Herb Serum is vegan and has a clean formula. The sample that I had was very small, but I really liked the serum. It is not oily and it absorbs quickly. It leaves your skin very soft and hydrated.",2
I received this product for free as a tester. I love it! My skin has never felt softer and it looks amazingly moisturized. My favorite part about this is that a little bit goes a long way! Definitely will be purchasing in the future.,2
LA LA LOVE THIS! Keeps my skin smooth and glowing! Would definitely recommend to my friends!,2
"The pitera essence is an extra step you can add if you want to be luxurious in your routine. It prepped my skin for serums, but did not dry it out. I found that it didn’t do anything extra special as far as making you glowy or anything, but just helps get some extra moisture especially when you use drying actives.",1
"Okay I love this essence. Thanks to Influenster I got to add this product to my daily skincare routine. Over the last month of use my face has been more moisturized and appears softer, smoother and more radiant. I truly believe this helps the efficacy of my serums more than my original essence. From day one I’ve been hooked and know I will be purchasing when I run out. Highly recommend!",2
"Moisturizers should feel like a drink of water for your skin. This one just sits there and feels heavy and greasy. My skin is oily, and I use this overnight because I use my SPF during the day. When I wake up I still feel the greasiness of this formula and it’s such a pleasure to wash it off in the morning. I’ll stick with my $7.99 drugstore moisturizer TYVM.",0
"SO BAD TERRIBLE FOR ACNE PRONE SKIN.  This is the worst my skin has looked in years and it’s all because of this product, I am returning it today.  Would not recommend for combination skin. ( this also contains fragrance which is not a good ingredient for skincare )",0
I feel like there are better masks out there. This one is very light. I like a scrub or heavier mask I think but that’s my preference. It does have a nice Rose essence.,0
I received this as a free sample in exchange for my honest review. This serum is soooooo super hydrating! My fine lines and wrinkles have disappeared! It is a true miracle worker and I love it!! The slight scent is pleasant and definitely not overpowering.  My face feels so soft and refreshed after using this serum. I would definitely recommend it to anyone who is looking for a great wrinkle serum. #trywithtopbox #freeproduct,2
"I received these pads in a points kit that I chose for the face wash only. I was happy when I used them that they didn’t irritate my skin at all, which is sensitive, and surprised when they cleared up the hormonal breakouts I get around my eye since having my second child. I swipe them right underneath my eyes on that delicate skin and NOTHING gets irritated ever and they are the only thing that helps with this odd skin situation I have now. They are soaked in product and I might try cutting them in half as another person suggested, and even though I don’t much like the $40 price tag, I keep buying them. They’re so worth it.",2
I’ve always had very dry lips and this was the only product that really worked. I really love it,2
"If it weren’t for the price, I’d always have this in my bathroom. The price is the only thing that kept this from being a 5 star product. My skin has never felt better after a mask than this one, and even though it stings a bit when it’s working, its a good sting that makes you feel like it’s working well.",1
"i absolutely love this cleaner, it’s so hydrating and makes my skin look so smooth. you only need a small amount, the tiniest amount goes a long wayyy.",2
I received this product to try out and first and foremost it gets a check for being cruelty free. I like the texture of the serum it’s pretty silky but also not so thin that you question if it even work. After applying I let it sit and felt half of my face that I put it on and I can say it is smooth and you also don’t feel like you’re wearing anything. My boyfriend has told me my face has been glowing lately. I’m excited to see the long term results!,2
Silicone mess! Sadly this was a big miss. I hate sillocones and didn’t realize this was just a silicone spf. Clogged pores everywhere. It just reminded me of a primer. Not a moisturizer by any means.,0
I recently started using Bobbi Brown’s Vitamin Enriched Face Base Moisturizer and I am impressed. It served as a moisturizer and a primer so you can reduce the amount of products you have to layer under your makeup. It has shea butter and Vitamin C so my skin is left feeling mousirzed and bright. It does leave a little white film on my brown skin but it goes away after a few minutes,1
"I have combination skin that is very acne prone, though it’s not particularly sensitive. I bought this mask and used it every day for 5 days and now use it every second or third day along with a cream exfoliant. My skin is not perfect yet, but it’s the best skin I’ve had in a while. Also, this brand is available on Etsy but it’s more expensive AND they charge you for shipping...just thought you guys should know.",2
"This is the best day cream that I have ever tried, and I feel like I’ve tried them all! Like a cool drink of water for your skin, absorbs and never greasy or sticky, nice fresh scent too. I have combo skin, this is perfect.",2
"I now have this in 4 scents and this is my least favorite. Nothing is “bad” I just don’t get much mint or chocolate. The formula is wonderful, but don’t get it for the flavor or scent.",1
Absolutely love this product!! I love to mix it with my moisturizer or spf! It is perfect for no makeup days to give you some color and glow!,2
"I really love how well this takes off all of my makeup at night. I am pretty lazy about wanting to wash my face at night, but this takes off the eye makeup and everything else quickly and easily. I also like that I feel like it is moisturizing my skin rather than drying it out at night.",2
"I’ve been a long time fan of the translucent color, so when this one came out I knew I just had to try it, and boy was I happy. I was slightly worried that the color would be similar to the rose color in the normal lip treatment, but it wasn’t at all. The color reminds me of that look of freshly scrubbed lips - like a little pink and full. It’s not overpowering - it’s just a hint of pink to brighten up the face. I’ll definitely be getting more so that I can keep some at my desk too. It doesn’t have a long staying power, but I like to use it right before I pop out for a quick weekend errand or something.",2
"This product has helped to reduce the puffiness of the bottom of the eyes. Now that I am in my 30s, I was definitely seeing more bags, so I was very happy that this product actually worked. The cream is very moisturizing and it applies very smoothly.",2
This is the only face moisturizer I can use. It’s gentle and doesn’t break my sensitive face out. I have been using this face lotion forever now and have yet to find something that compares. Highly recommended!,2
Super runny consistency and didn’t notice a difference in my skin. Maybe I would have to use the product for a longer period time. i did receive for free for trial purposes.,0
"Not the absolute best moisturizer I’ve ever tried but it gets the job done, very simple and non irritating",1
"Love this profuct! Got on sale for Black Friday, better products for price, but if you can get on sale definitely recommend!",2
"There’s several different “can of water“ mists. Caudalie’s is grape water, which is full of antioxidants, although I’m not sure how far they are going to get into the skin. Very confusing for this to be marketed as a “moisturizing“ mist. This is not moisturizing on its own, it is literally water. Ofc you can use it to wet your face for serums, but is there really THAT much benefit from this specific water? To be honest... I filled a refillable mist bottle with spring water and liked it better. Maybe I’d get a little can again for traveling or something...but this is an aerosol so it cannot go on planes.",0
"I got this as a sample in the Sephora play box and while it doesn’t help with sebaceous filaments at all, it definitely helps with acne prone skin and pimples. I even had my partner, who has very acne prone skin, try it and the results on him were amazing. However, do not use on open sores or cuts because it will burn.",2
This product is great when you need an extra pick me up in the middle of your week! Love using a chemical exfoliant and It leaves you skin glowing the next day!,1
"This is decent moisturizer. There’s just nothing special about it. For the price, you could be buying medic grade skincare. Or save some money and buy something just good like the la roche-posay toleriane for 1/3 of the price.",0
I got a chemical reaction from this product. I have 32 bumps all over my face. I kept this simple so you don’t get bored reading and I hope you do t buy this product or at least do a patch test. Cause I’m not paying for it. I’ll never buy a first aid product again.,0
It doesn’t clean as well as I thought it would but it serves it’s purpose and was gentle on my dry skin. I pair this with first aid beauty moisturizer my skin has never been better.,1
"I received a sample of this through Topbox and wasn’t sure what to think of it.  This was a very different kind of product, I was skeptical at first because it said I could use this ALONE if I have combo skin (which I do).  I tried for a couple of weeks to use it in my day and night routine, not using a regular moisturizer but used only this and an eye cream. Surprisingly, my skin was not parched, and I woke up with super soft and pleasantly hydrated skin!  Definitely recommend for those who have combo/oily skin who is looking for a light day to day moisturizer!",2
"Where has this been my whole life? My skin instantly felt refreshed, and appeared younger, I looked more balanced. In one use!! What?! Best part is a little bit goes a long way, which is nice with the higher price point. Simply a perfect item for keeping skin feeling and looking awesome",2
"Didn’t work as well as I wanted it to. A lot of people really liked this product, and I thought I would too, but it did nothing for my skin except leave it kinda sticky. Wasn’t a fan.",0
"I only tried it once n it was awesome. My face was really red n it gets better after using it once n it was really smooth. This might be the best thing I’ve ever used. It doesn’t smell the best, but the result is unreal",2
I have the targeted combo to oily and acne prone skin. This product works pretty well with a salicylic acid exfoliant and basic moisturizer as it did help clear the majority of my acne daily well. The reason I am giving it a 3/5 is because I don’t know how well it would work by itself with no treatment for a specific concern.,1
This moisturizer is incredible! My skin is normally very dry and finding a moisturizer that deeply moisturizes is very challenging. This one left my skin feeling so refreshed and hydrated! It is very light on the skin and does not make your skin look oily. I love this!!,1
Thiss facewash is the only facewash that I will use routinely other than my PROACTIV when I break out. I love this wash.,2
Love that this is great for the ocean! I am not to fond of the smell though! I think it’s an okay product for the price.,1
This is very gentle cleanser. My skin feels so smooth after using this cleanser,2
"Omg! This product’s smells so good. After I used it, my skin felt and look so clean and awakened. I use a lot of makeup on daily basis and When I clean my face with other products my face never feels this clean. I definitely recommend it.",2
"For those saying it’s thick and hard to put on, you’re doing it wrong. Follow the box instructions and dab a tiny amount on two fingertips and then press them against the fingertips on your other hand to warm up. The consistency will change and become more liquid and then you can put it on. A tiny amount can be used to completely hydrate the face. The 2 oz jar lasts me well over a year normally. Also, my skin is flawless from it. I’ve used it for 10 years and I’m almost 40 and still have smooth and young skin. I’ll let La Mer take the credit!",2
"After using for a week I noticed a difference. Although it’s a bit oily for me   I do love the feel and smell , and the noticeable difference",2
"After the first purchase of this wonder salve I was hooked! I think I got a free one with a promotion and had no idea how wonderful it would be. The scent has a very light rose scent and it goes on thick and creamy and is the only thing that has helped my eternally chapped lips! Cute tin, long lasting and wonderful smelling. What more could you want?!",2
"I received this product as complimentary for testing purposes from Influenster and I was amazed! I noticed results the first day I used it, my skin felt much softer. With more use I noticed that it helped my skin lock in moisture because I wasn’t being that oily during the day. I have also noticed that my skin is evening out in skin tone and hopefully soon I’ll see more radiance.  Definitely recommend even though it is pricey but worth it!",2
This product is smooth and beautiful. It feels great and is amazing beneath makeup or on its own. It helps smooth the area but it is so pricey for what it is.,1
I love this moisturizer sooo much! It is my holy grail. This moisturizer is best for oily skin types because it is soo lightweight. This doesn’t break me out or make me super oily throughout the day. I love this brand of overall.,2
"Price point is definitely the best but I dont love the product. Tough to get out of the tube, leaves a funny feeling on the skin (although that went away once I did my double cleanse with something else) and it smells not great.",0
"So great! I have really dry skin, but this leaves my under eyes so plump and moisturized. And it doesn’t irritate my eyes at all. LOVE!",2
Love this toner. It’s light and doesn’t dry out our skin at all and the smell is fresh and sweet. I visibly noticed my skin more refreshed and glows after using this! I received this from influenster,2
"I love this moisturizer!!! It’s so simple, no fuss cream that really makes your skin supple and smooth, especially the more you use it. I feel a slight tingle when I first apply it, which I personally really like. I apply it heavily at night, and a few mornings if I happen to feel that I need some extra moisture. I have acne prone combination to dry skin and no breakouts from this! Love it after trying the .94 ounce jar, plan on repurchasing one of the bigger sizes ❤️",2
"This product does work ok as a moisturizer though the moisture does not appear to last very long. I have not noticed a plumping, I used to use lip plumpers but wanted something more like a balm and this does not really have the same effect. Smells nice though and does not feel sticky or thick.",1
"I have struggled with acne from a young age and have tried many different products to clear my breakouts. My mom suggested trying Clinique products, and I went for the facial soap, this clarifying lotion, and the moisturizing lotion. I noticed an immediate difference in my face! I will continue to buy these products because of the incredible results I got. One thing to note is that this clarifying lotion can be a but drying, make sure to buy the moisturizing lotion!",2
"A Sephora rep sold me on it but it’s day 3 for me and I’m not sure if I love it yet. I want to give it some more time, plus I’m layering it with Tatcha moisturizer which I do love... so we’ll see",1
"Overall I like this product! It is on par with the other beauty cleansing balms, non irritating, feels good on my skin and has an amazing smell. Comes with a ton of product! I received this product free for testing purposes",1
"I’ve been using this for about a month now, and love the way it leaves me skin clear! I usually have redness in my skin, but after washing my face with this, my face is clean and clear! gentle enough, but effective.",2
I have full skin and was looking for a good serum like this. I also have some dark spots that look much better after using this serum. My skin feels a lot more firm and my skin tone looks more even than before.Gifted by Drunk Elephant,2
"Oh PTR, another great product. These are a bit strong for me to use everyday -- I use them every other, and only on my t-zone. But they are very effective and I notice a difference (clearer pores, happier skin) after only a few days with or without. Smells a heck of a lot better than an Oxy pad too!",2
"I usually don’t like lip balms where you use your fingers, but I am in love. It keeps your lips feeling nice and smooth and smells amazing, even guys ask me to use it. I really can’t get enough of it.",2
I received this product complimentary from goop. I thought that the over nite mask was amazing. it made my face feel super soft and I had the most amazing glow. I would definitely recommend it to anyone. I will be buying more. Thank you for the opportunity to try your product,2
"This will be my third bottle of this stuff! My sister and I have been using this cleanser for about 9 months now and have noticed a big change in both of our skin. You can check out my sisters IG account: Raquellyss she has a post on her skin and how it’s changed. For myself I don’t have a big problem with acne, mine is more with texture and with this cleanser I’ve noticed that my skin is much smoother and my only breakouts are when its that time of the month. I would definitely recommend it",2
